scope,window.type,window.startYear,window.endYear,window.mode,generatedAt,matchCount,selectedMatchCount,seasonKey,seasonYear,playerKey,displayName,basePlayerKey,basePlayerName,deck,rating,matches,wins,losses,winRate,lastActiveDate,eloGain,eventCount
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,drillerkiller9,drillerkiller9,drillerkiller9,drillerkiller9,,1508.633,6,3,3,0.5,2026-03-13,8.633,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,ihuman,iHuman,ihuman,iHuman,,1508.621,5,3,2,0.6,2024-06-08,8.621,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,eureka22422,Eureka22422,eureka22422,Eureka22422,,1508.473,9,5,4,0.555556,2025-06-07,8.473,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,asdfghjkjhgfdsa,ASDFGHJKJHGFDSA,asdfghjkjhgfdsa,ASDFGHJKJHGFDSA,,1508.456,14,7,7,0.5,2026-02-22,8.456,2
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,blaze66,blaze66,blaze66,blaze66,,1508.442,1,1,0,1,2026-01-01,8.442,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,alhow,AlhoW,alhow,AlhoW,,1508.352,9,5,4,0.555556,2025-07-13,8.352,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,siegeryan,SiegeRyan,siegeryan,SiegeRyan,,1508.33,6,3,3,0.5,2026-04-04,8.33,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,garn/le,garn/le,garn/le,garn/le,,1508.276,1,1,0,1,2026-02-22,8.276,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,purepk797979,purepk797979,purepk797979,purepk797979,,1508.263,7,4,3,0.571429,2024-12-22,8.263,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,king2ggy,King2ggy,king2ggy,King2ggy,,1508.24,1,1,0,1,2026-02-22,8.24,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,waves,waves,waves,waves,,1508.227,1,1,0,1,2024-03-17,8.227,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,p4um,P4UM,p4um,P4UM,,1508.222,4,2,2,0.5,2025-09-12,8.222,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,markg555,MarkG555,markg555,MarkG555,,1508.158,6,3,3,0.5,2025-07-26,8.158,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,secretaznman,Secretaznman,secretaznman,Secretaznman,,1508.064,8,4,4,0.5,2026-02-22,8.064,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,princesslthefirst,PrincessLTheFirst,princesslthefirst,PrincessLTheFirst,,1508.025,60,31,29,0.516667,2025-12-25,8.025,10
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,neb12r,neb12r,neb12r,neb12r,,1508.024,9,5,4,0.555556,2024-07-06,8.024,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,lukystrike,lukystrike,lukystrike,lukystrike,,1508.016,10,5,5,0.5,2024-07-20,8.016,2
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,ratkingdom,Ratkingdom,ratkingdom,Ratkingdom,,1507.972,7,4,3,0.571429,2025-04-27,7.972,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,willthepill,Willthepill,willthepill,Willthepill,,1507.97,5,3,2,0.6,2025-07-13,7.97,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,muri10ambra,Muri10Ambra,muri10ambra,Muri10Ambra,,1507.862,1,1,0,1,2026-02-22,7.862,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,dardem,Dardem,dardem,Dardem,,1507.849,7,4,3,0.571429,2025-08-02,7.849,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,mrjack98,MrJack98,mrjack98,MrJack98,,1507.848,5,3,2,0.6,2024-07-06,7.848,1
player,multi-year,2024,2026,continuous,2026-05-11T02:34:04+00:00,63943,64200,2024-2026,All-time,dr jon osterman,Dr Jon Osterman,dr jon osterman,Dr Jon Osterman,,1507.843,1,1,0,1,2024-03-24,7.843,1
