scope,window.type,window.year,generatedAt,matchCount,selectedMatchCount,seasonKey,seasonYear,playerKey,displayName,basePlayerKey,basePlayerName,deck,rating,matches,wins,losses,winRate,lastActiveDate,eloGain,eventCount
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,barff:::Mono Blue Faeries,barff (Mono Blue Faeries),barff,barff,Mono Blue Faeries,1679.441,69,53,16,0.768116,2026-03-19,179.441,10
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,barff:::Dimir Fae,barff (Dimir Fae),barff,barff,Dimir Fae,1673.807,118,84,34,0.711864,2026-05-10,173.807,17
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,walker735:::Jund Wildfire,Walker735 (Jund Wildfire),walker735,Walker735,Jund Wildfire,1667.866,169,114,55,0.674556,2026-05-03,167.866,25
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,luminati:::Mono Blue Terror,Luminati (Mono Blue Terror),luminati,Luminati,Mono Blue Terror,1661.285,423,271,152,0.640662,2026-05-10,161.285,63
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,seasonofmists:::Dredge,seasonofmists (Dredge),seasonofmists,seasonofmists,Dredge,1659.623,142,101,41,0.711268,2026-04-10,159.623,20
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,_against_:::Dimir Terror,_against_ (Dimir Terror),_against_,_against_,Dimir Terror,1656.164,55,41,14,0.745455,2026-03-20,156.164,7
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,__noob__:::Golgari Gardens,__Noob__ (Golgari Gardens),__noob__,__Noob__,Golgari Gardens,1652.785,306,209,97,0.683007,2026-05-09,152.785,45
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,grajtow:::Rakdos Madness,grajtow (Rakdos Madness),grajtow,grajtow,Rakdos Madness,1649.687,51,36,15,0.705882,2026-05-07,149.687,7
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,purgatory_01:::Mono Blue Terror,Purgatory_01 (Mono Blue Terror),purgatory_01,Purgatory_01,Mono Blue Terror,1638.667,121,75,46,0.619835,2026-05-10,138.667,19
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,beicodegeia:::Grixis Affinity,Beicodegeia (Grixis Affinity),beicodegeia,Beicodegeia,Grixis Affinity,1637.232,190,128,62,0.673684,2026-04-19,137.232,27
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,nicknorman:::Golgari Gardens,NickNorman (Golgari Gardens),nicknorman,NickNorman,Golgari Gardens,1636.206,198,126,72,0.636364,2026-05-10,136.206,30
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,wolf777:::Cawgates,wolf777 (Cawgates),wolf777,wolf777,Cawgates,1635.793,38,30,8,0.789474,2026-02-05,135.793,5
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,seasonofmists:::Jund Wildfire,seasonofmists (Jund Wildfire),seasonofmists,seasonofmists,Jund Wildfire,1628.856,45,31,14,0.688889,2026-05-02,128.856,7
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,luffydochapeudepalha:::Grixis Affinity,LuffyDoChapeuDePalha (Grixis Affinity),luffydochapeudepalha,LuffyDoChapeuDePalha,Grixis Affinity,1627.244,457,292,165,0.63895,2026-05-10,127.244,67
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,discovern:::Mono Blue Terror,discoverN (Mono Blue Terror),discovern,discoverN,Mono Blue Terror,1627.056,142,96,46,0.676056,2026-05-10,127.056,20
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,boom_bust:::Red Deck Wins,boom_bust (Red Deck Wins),boom_bust,boom_bust,Red Deck Wins,1625.598,161,103,58,0.639752,2026-05-08,125.598,24
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,mistertwin:::Mono Red Madness,MisterTwin (Mono Red Madness),mistertwin,MisterTwin,Mono Red Madness,1624.967,189,122,67,0.645503,2026-05-10,124.967,28
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,exelis:::Selesnya Gates,eXeliS (Selesnya Gates),exelis,eXeliS,Selesnya Gates,1622.203,25,20,5,0.8,2026-05-10,122.203,3
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,pedrastone:::Hexproof,PedraStone (Hexproof),pedrastone,PedraStone,Hexproof,1621.538,67,43,24,0.641791,2026-03-21,121.538,10
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,primoshow1:::Gruul Eldrazi Stompy,PrimoShow1 (Gruul Eldrazi Stompy),primoshow1,PrimoShow1,Gruul Eldrazi Stompy,1619.384,105,65,40,0.619048,2026-05-08,119.384,16
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,saculsueahtam:::Red Deck Wins,SaculSueahtam (Red Deck Wins),saculsueahtam,SaculSueahtam,Red Deck Wins,1613.387,190,112,78,0.589474,2026-05-10,113.387,32
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,niederschatten:::Red Deck Wins,Niederschatten (Red Deck Wins),niederschatten,Niederschatten,Red Deck Wins,1610.723,49,35,14,0.714286,2026-05-10,110.723,8
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,gn42:::Cawgates,Gn42 (Cawgates),gn42,Gn42,Cawgates,1604.433,24,19,5,0.791667,2026-04-19,104.433,3
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,denisevich:::Rakdos Madness,Denisevich (Rakdos Madness),denisevich,Denisevich,Rakdos Madness,1603.053,63,41,22,0.650794,2026-02-07,103.053,9
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,enz091:::Elves,Enz091 (Elves),enz091,Enz091,Elves,1599.607,38,26,12,0.684211,2026-05-09,99.607,6
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,hamuda:::Mono Blue Faeries,Hamuda (Mono Blue Faeries),hamuda,Hamuda,Mono Blue Faeries,1597.496,42,29,13,0.690476,2026-02-15,97.496,6
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,barff:::Izzet Fae,barff (Izzet Fae),barff,barff,Izzet Fae,1597.097,24,18,6,0.75,2026-03-07,97.097,3
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,mehanske:::Dimir Terror,mehanske (Dimir Terror),mehanske,mehanske,Dimir Terror,1595.074,64,40,24,0.625,2026-04-23,95.074,10
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,pepeteam:::Elves,pepeteam (Elves),pepeteam,pepeteam,Elves,1592.992,79,49,30,0.620253,2026-05-10,92.992,13
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,vini_torres:::Red Deck Wins,vini_torres (Red Deck Wins),vini_torres,vini_torres,Red Deck Wins,1591.891,140,82,58,0.585714,2026-05-10,91.891,22
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,aswerty:::Few Land Spy,asWerty (Few Land Spy),aswerty,asWerty,Few Land Spy,1591.698,62,39,23,0.629032,2026-05-10,91.698,9
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,emogoblin:::Boros Tribe,Emogoblin (Boros Tribe),emogoblin,Emogoblin,Boros Tribe,1590.917,16,13,3,0.8125,2026-04-30,90.917,2
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,pnascimento:::Boros Tribe,PNascimento (Boros Tribe),pnascimento,PNascimento,Boros Tribe,1590.835,49,32,17,0.653061,2026-05-10,90.835,7
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,_blaze66:::Jund Wildfire,_blaze66 (Jund Wildfire),_blaze66,_blaze66,Jund Wildfire,1590.338,255,142,113,0.556863,2026-05-02,90.338,41
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,jessy_samek:::Dimir Terror,jessy_samek (Dimir Terror),jessy_samek,jessy_samek,Dimir Terror,1588.791,16,13,3,0.8125,2026-04-19,88.791,2
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,a_adeptoterra:::Turbofog,A_AdeptoTerra (Turbofog),a_adeptoterra,A_AdeptoTerra,Turbofog,1588.013,33,22,11,0.666667,2026-05-10,88.013,5
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,lucasneveess:::Mono Blue Faeries,lucasneveess (Mono Blue Faeries),lucasneveess,lucasneveess,Mono Blue Faeries,1586.286,28,19,9,0.678571,2026-02-22,86.286,4
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,alessandropiraccini:::Cawgates,AlessandroPiraccini (Cawgates),alessandropiraccini,AlessandroPiraccini,Cawgates,1586.055,57,37,20,0.649123,2026-04-02,86.055,9
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,manohito:::Cawgates,manohito (Cawgates),manohito,manohito,Cawgates,1583.628,23,17,6,0.73913,2026-03-07,83.628,3
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,sknerusmckwacz:::Few Land Spy,SknerusMcKwacz (Few Land Spy),sknerusmckwacz,SknerusMcKwacz,Few Land Spy,1581.46,22,16,6,0.727273,2026-03-19,81.46,3
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,cam_13:::White Weenie,CAM_13 (White Weenie),cam_13,CAM_13,White Weenie,1580.523,57,36,21,0.631579,2026-05-10,80.523,8
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,brvnx:::Izzet Fae,Brvnx (Izzet Fae),brvnx,Brvnx,Izzet Fae,1580.324,44,28,16,0.636364,2026-03-28,80.324,7
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,spikeyou:::Elves,SpikeYou (Elves),spikeyou,SpikeYou,Elves,1580.196,34,24,10,0.705882,2026-05-10,80.196,5
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,pnascimento:::Cawgates,PNascimento (Cawgates),pnascimento,PNascimento,Cawgates,1579.848,44,27,17,0.613636,2026-03-21,79.848,7
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,makaaaa:::Elves,makaaaa (Elves),makaaaa,makaaaa,Elves,1579.544,52,31,21,0.596154,2026-04-26,79.544,8
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,aoftw:::Hexproof,AoFTW (Hexproof),aoftw,AoFTW,Hexproof,1578.716,9,9,0,1,2026-03-01,78.716,1
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,oceansoul92:::Few Land Spy,Oceansoul92 (Few Land Spy),oceansoul92,Oceansoul92,Few Land Spy,1578.656,29,20,9,0.689655,2026-04-04,78.656,5
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,mokemi:::Elves,Mokemi (Elves),mokemi,Mokemi,Elves,1578.643,87,50,37,0.574713,2026-05-09,78.643,14
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,onireject:::Mono Red Madness,OniReject (Mono Red Madness),onireject,OniReject,Mono Red Madness,1578.463,17,13,4,0.764706,2026-03-27,78.463,2
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,mehanske:::Rakdos Madness,mehanske (Rakdos Madness),mehanske,mehanske,Rakdos Madness,1577.939,58,36,22,0.62069,2026-05-09,77.939,9
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,alessandropiraccini:::Mono Blue Terror,AlessandroPiraccini (Mono Blue Terror),alessandropiraccini,AlessandroPiraccini,Mono Blue Terror,1576.588,44,28,16,0.636364,2026-02-21,76.588,7
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,sodeq:::Mono White Heroic,Sodeq (Mono White Heroic),sodeq,Sodeq,Mono White Heroic,1575.982,56,35,21,0.625,2026-04-11,75.982,8
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,bernastorres:::Selesnya Gates,BERNASTORRES (Selesnya Gates),bernastorres,BERNASTORRES,Selesnya Gates,1575.513,11,10,1,0.909091,2026-05-10,75.513,1
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,viashinoperuano:::Boros Synth,viashinoperuano (Boros Synth),viashinoperuano,viashinoperuano,Boros Synth,1575.387,220,130,90,0.590909,2026-05-10,75.387,34
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,fazparte:::Mono Red Madness,fazparte (Mono Red Madness),fazparte,fazparte,Mono Red Madness,1575.084,137,72,65,0.525547,2026-05-08,75.084,22
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,bugsy69:::Dimir Terror,Bugsy69 (Dimir Terror),bugsy69,Bugsy69,Dimir Terror,1574.924,22,15,7,0.681818,2026-04-09,74.924,3
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,brick_:::Monster Tron,brick_ (Monster Tron),brick_,brick_,Monster Tron,1573.214,15,12,3,0.8,2026-02-07,73.214,2
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,billsive:::White Weenie,billsive (White Weenie),billsive,billsive,White Weenie,1572.964,17,13,4,0.764706,2026-03-29,72.964,2
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,atmagic:::Red Deck Wins,ATmagic (Red Deck Wins),atmagic,ATmagic,Red Deck Wins,1572.743,16,12,4,0.75,2026-02-28,72.743,2
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,alessandropiraccini:::Jund Wildfire,AlessandroPiraccini (Jund Wildfire),alessandropiraccini,AlessandroPiraccini,Jund Wildfire,1572.017,23,16,7,0.695652,2026-05-10,72.017,4
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,daifuku:::Jeskai Ephemerate,daifuku (Jeskai Ephemerate),daifuku,daifuku,Jeskai Ephemerate,1570.401,36,23,13,0.638889,2026-05-01,70.401,5
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,pilot83:::Jund Wildfire,Pilot83 (Jund Wildfire),pilot83,Pilot83,Jund Wildfire,1570.332,29,19,10,0.655172,2026-05-10,70.332,4
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,pr0boszcz:::Golgari Pestilence,PR0boszcz (Golgari Pestilence),pr0boszcz,PR0boszcz,Golgari Pestilence,1569.639,94,58,36,0.617021,2026-05-10,69.639,17
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,yolad:::Dimir Terror,yolad (Dimir Terror),yolad,yolad,Dimir Terror,1569.385,15,11,4,0.733333,2026-04-25,69.385,2
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,enz091:::Mono Red Madness,Enz091 (Mono Red Madness),enz091,Enz091,Mono Red Madness,1567.644,43,26,17,0.604651,2026-05-10,67.644,6
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,carvs:::Dimir Terror,carvs (Dimir Terror),carvs,carvs,Dimir Terror,1566.513,48,28,20,0.583333,2026-05-08,66.513,8
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,_against_:::Red Deck Wins,_against_ (Red Deck Wins),_against_,_against_,Red Deck Wins,1565.99,21,14,7,0.666667,2026-02-27,65.99,3
player-on-deck,seasonal,2026,2026-05-11T02:34:04+00:00,12118,12148,2026,2026,igorfeitosa:::Dimir Terror,IgorFeitosa (Dimir Terror),igorfeitosa,IgorFeitosa,Dimir Terror,1565.495,21,14,7,0.666667,2026-04-05,65.495,3
