event_id,source_event_name,display_name,series,source_system,event_type,date,year,month,total_players
online-challenge-2026-03-06,MTGO Challenge (2026-03-06),Challenge,Challenge,mtgo,online,2026-03-06,2026,3,52
online-challenge-2026-03-05,MTGO Challenge (2026-03-05),Challenge,Challenge,mtgo,online,2026-03-05,2026,3,44
online-challenge-2026-03-01,MTGO Challenge (2026-03-01),Challenge,Challenge,mtgo,online,2026-03-01,2026,3,58
online-challenge-2026-02-28,MTGO Challenge (2026-02-28),Challenge,Challenge,mtgo,online,2026-02-28,2026,2,54
online-challenge-2026-02-27,MTGO Challenge (2026-02-27),Challenge,Challenge,mtgo,online,2026-02-27,2026,2,57
online-challenge-2026-02-26,MTGO Challenge (2026-02-26),Challenge,Challenge,mtgo,online,2026-02-26,2026,2,46
online-challenge-2026-02-22,MTGO Challenge (2026-02-22),Challenge,Challenge,mtgo,online,2026-02-22,2026,2,37
online-qualifier-2026-02-22,MTGO Qualifier (2026-02-22),Qualifier,Qualifier,mtgo,online,2026-02-22,2026,2,176
online-challenge-2026-02-21,MTGO Challenge (2026-02-21),Challenge,Challenge,mtgo,online,2026-02-21,2026,2,43
online-challenge-2026-02-20,MTGO Challenge (2026-02-20),Challenge,Challenge,mtgo,online,2026-02-20,2026,2,54
online-challenge-2026-02-19,MTGO Challenge (2026-02-19),Challenge,Challenge,mtgo,online,2026-02-19,2026,2,50
online-challenge-2026-02-15,MTGO Challenge (2026-02-15),Challenge,Challenge,mtgo,online,2026-02-15,2026,2,51
online-challenge-2026-02-14,MTGO Challenge (2026-02-14),Challenge,Challenge,mtgo,online,2026-02-14,2026,2,45
online-challenge-2026-02-13,MTGO Challenge (2026-02-13),Challenge,Challenge,mtgo,online,2026-02-13,2026,2,51
online-challenge-2026-02-12,MTGO Challenge (2026-02-12),Challenge,Challenge,mtgo,online,2026-02-12,2026,2,44
online-challenge-2026-02-08,MTGO Challenge (2026-02-08),Challenge,Challenge,mtgo,online,2026-02-08,2026,2,55
online-challenge-2026-02-07,MTGO Challenge (2026-02-07),Challenge,Challenge,mtgo,online,2026-02-07,2026,2,47
